site_name,date,indicator,conc,river_name,year,date_no_year
Hunt Club 1,2010-06-11T00:00:00Z,e.coli,600,Sasco Brook,2010,06-11
Indian 1,2007-06-14T00:00:00Z,e.coli,600,Indian River,2007,06-14
Pussy Willow 4,2012-06-11T00:00:00Z,e.coli,600,Pussy Willow Brook,2012,06-11
Muddy 6,2017-09-20T00:00:00Z,e.coli,600,Muddy Brook,2017,09-20
Muddy 2,2017-09-05T00:00:00Z,e.coli,600,Muddy Brook,2017,09-05
Muddy 1,2017-06-21T00:00:00Z,e.coli,600,Muddy Brook,2017,06-21
Sasco 4,2010-06-08T00:00:00Z,e.coli,600,Sasco Brook,2010,06-08
Sasco 3,2003-07-22T00:00:00Z,e.coli,600,Sasco Brook,2003,07-22
Deadman 2,2013-07-15T00:00:00Z,e.coli,600,Deadman Brook,2013,07-15
Deadman 1,2013-07-15T00:00:00Z,e.coli,600,Deadman Brook,2013,07-15
New 3,2012-07-17T00:00:00Z,e.coli,600,Greens Farms Brook,2012,07-17
New 1,2006-08-16T00:00:00Z,e.coli,600,Greens Farms Brook,2006,08-16
Sasco 9,2013-07-24T00:00:00Z,e.coli,600,Sasco Brook,2013,07-24
Sasco 2,2018-06-20T00:00:00Z,e.coli,600,Sasco Brook,2018,06-20
Sasco 3,2002-08-21T00:00:00Z,e.coli,600,Sasco Brook,2002,08-21
Indian 2,2023-09-20T00:00:00Z,e.coli,602,Indian River,2023,09-20
Sasco 8,1995-07-27T00:00:00Z,e.coli,607,Sasco Brook,1995,07-27
New 3,1997-07-11T00:00:00Z,e.coli,607,Greens Farms Brook,1997,07-11
Saugatuck 1,2007-07-18T00:00:00Z,e.coli,610,Saugatuck River,2007,07-18
Muddy 1,2019-06-20T00:00:00Z,e.coli,613,Muddy Brook,2019,06-20
New 4,2019-06-12T00:00:00Z,e.coli,613,Greens Farms Brook,2019,06-12
Stony 2,2023-08-30T00:00:00Z,e.coli,613,Stony Brook,2023,08-30
Sasco 9,1996-07-15T00:00:00Z,e.coli,615,Sasco Brook,1996,07-15
Pussy Willow 5,2019-09-04T00:00:00Z,e.coli,615,Pussy Willow Brook,2019,09-04
Pussy Willow 4,2019-09-04T00:00:00Z,e.coli,615,Pussy Willow Brook,2019,09-04
Stony 5,2023-05-22T00:00:00Z,e.coli,615,Stony Brook,2023,05-22
Deadman 7,2023-08-14T00:00:00Z,e.coli,615,Deadman Brook,2023,08-14
Deadman 3,2021-07-15T00:00:00Z,e.coli,615,Deadman Brook,2021,07-15
Stony 2,2020-09-02T00:00:00Z,e.coli,615,Stony Brook,2020,09-02
Muddy 1,2017-05-31T00:00:00Z,e.coli,620,Muddy Brook,2017,05-31
Hunt Club 2,2011-05-25T00:00:00Z,e.coli,620,Sasco Brook,2011,05-25
Pussy Willow 1,2006-09-27T00:00:00Z,e.coli,620,Pussy Willow Brook,2006,09-27
West Saug 1,2006-06-08T00:00:00Z,e.coli,620,Saugatuck River,2006,06-08
Poplar 3,2009-06-12T00:00:00Z,e.coli,620,Saugatuck River,2009,06-12
Muddy 3,2012-08-08T00:00:00Z,e.coli,620,Muddy Brook,2012,08-08
Deadman 1,2023-05-31T00:00:00Z,entero,256,Deadman Brook,2023,05-31
Stony 4,2019-07-24T00:00:00Z,e.coli,620,Stony Brook,2019,07-24
Sasco 4,2014-07-07T00:00:00Z,e.coli,620,Sasco Brook,2014,07-07
Sasco 4,2002-07-22T00:00:00Z,e.coli,620,Sasco Brook,2002,07-22
Sasco 6,1997-06-19T00:00:00Z,e.coli,623,Sasco Brook,1997,06-19
Pussy Willow 3,1998-08-03T00:00:00Z,e.coli,623,Pussy Willow Brook,1998,08-03
Muddy 1,2017-05-30T00:00:00Z,e.coli,630,Muddy Brook,2017,05-30
Sasco 8,2014-08-14T00:00:00Z,e.coli,630,Sasco Brook,2014,08-14
Muddy 3,2008-08-05T00:00:00Z,e.coli,630,Muddy Brook,2008,08-05
Lamplight 1,2008-07-10T00:00:00Z,e.coli,630,Pussy Willow Brook,2008,07-10
Sasco 9,2023-09-12T00:00:00Z,e.coli,630,Sasco Brook,2023,09-12
Sasco 3,1995-07-19T00:00:00Z,e.coli,631,Sasco Brook,1995,07-19
Hunt Club 2,1995-08-11T00:00:00Z,e.coli,638,Sasco Brook,1995,08-11
Sasco 8,1996-07-18T00:00:00Z,e.coli,638,Sasco Brook,1996,07-18
Saugatuck 0.25,2021-07-12T00:00:00Z,entero,256,Saugatuck River,2021,07-12
New 4,1997-07-21T00:00:00Z,e.coli,638,Greens Farms Brook,1997,07-21
New 3,1998-08-04T00:00:00Z,e.coli,638,Greens Farms Brook,1998,08-04
Pussy Willow 5,2014-09-23T00:00:00Z,e.coli,640,Pussy Willow Brook,2014,09-23
Sasco 3,2018-06-07T00:00:00Z,e.coli,640,Sasco Brook,2018,06-07
Muddy 4,2018-06-18T00:00:00Z,e.coli,640,Muddy Brook,2018,06-18
Poplar 2,2011-05-20T00:00:00Z,e.coli,640,Saugatuck River,2011,05-20
Sasco 1,2018-06-07T00:00:00Z,e.coli,640,Sasco Brook,2018,06-07
Indian 1,2016-05-19T00:00:00Z,e.coli,640,Indian River,2016,05-19
Muddy 2,2018-06-18T00:00:00Z,e.coli,640,Muddy Brook,2018,06-18
Hunt Club 3,2015-06-16T00:00:00Z,e.coli,640,Sasco Brook,2015,06-16
New 1,2006-06-14T00:00:00Z,e.coli,640,Greens Farms Brook,2006,06-14
Pussy Willow 1,2016-06-01T00:00:00Z,e.coli,640,Pussy Willow Brook,2016,06-01
Sasco 3,2016-06-29T00:00:00Z,e.coli,640,Sasco Brook,2016,06-29
Muddy 1,2008-06-09T00:00:00Z,e.coli,640,Muddy Brook,2008,06-09
New 1,2006-07-26T00:00:00Z,e.coli,640,Greens Farms Brook,2006,07-26
Indian 1,2005-07-21T00:00:00Z,e.coli,640,Indian River,2005,07-21
Sasco 8,2010-08-18T00:00:00Z,e.coli,640,Sasco Brook,2010,08-18
Deadman 8,2022-06-02T00:00:00Z,e.coli,649,Deadman Brook,2022,06-02
Hunt Club 2,2022-07-14T00:00:00Z,e.coli,649,Sasco Brook,2022,07-14
Deadman 2,2022-07-05T00:00:00Z,e.coli,649,Deadman Brook,2022,07-05
Hunt Club 1,2022-07-28T00:00:00Z,e.coli,649,Sasco Brook,2022,07-28
Deadman 2,2022-08-10T00:00:00Z,e.coli,649,Deadman Brook,2022,08-10
Saugatuck 1,2019-05-30T00:00:00Z,e.coli,649,Saugatuck River,2019,05-30
Sasco 6,2003-06-23T00:00:00Z,e.coli,650,Sasco Brook,2003,06-23
Muddy 3,2011-09-30T00:00:00Z,e.coli,650,Muddy Brook,2011,09-30
Hunt Club 3,2012-08-15T00:00:00Z,e.coli,650,Sasco Brook,2012,08-15
Sasco 4,2002-08-27T00:00:00Z,e.coli,650,Sasco Brook,2002,08-27
Indian 1.5,2023-06-08T00:00:00Z,e.coli,651,Indian River,2023,06-08
Deadman 5,2023-05-31T00:00:00Z,e.coli,651,Deadman Brook,2023,05-31
Deadman 2,2021-08-05T00:00:00Z,e.coli,651,Deadman Brook,2021,08-05
Stony 4,2020-07-21T00:00:00Z,e.coli,651,Stony Brook,2020,07-21
Sasco 3,1995-07-06T00:00:00Z,e.coli,654,Sasco Brook,1995,07-06
Muddy 1,2008-05-29T00:00:00Z,e.coli,660,Muddy Brook,2008,05-29
Lamplight 1,2017-06-05T00:00:00Z,e.coli,660,Pussy Willow Brook,2017,06-05
Hunt Club 2,2015-06-29T00:00:00Z,e.coli,660,Sasco Brook,2015,06-29
Indian 3,2005-07-07T00:00:00Z,e.coli,660,Indian River,2005,07-07
Deadman 8,2018-07-25T00:00:00Z,e.coli,660,Deadman Brook,2018,07-25
Indian 3,2007-07-12T00:00:00Z,e.coli,660,Indian River,2007,07-12
Poplar 4,2009-06-12T00:00:00Z,e.coli,670,Saugatuck River,2009,06-12
Sasco 4,2022-08-22T00:00:00Z,e.coli,731,Sasco Brook,2022,08-22
Sasco 4,2022-08-22T00:00:00Z,entero,272,Sasco Brook,2022,08-22
Stony 5,2019-07-24T00:00:00Z,e.coli,676,Stony Brook,2019,07-24
New 2,1999-07-02T00:00:00Z,e.coli,678,Greens Farms Brook,1999,07-02
Indian 2,2016-06-09T00:00:00Z,e.coli,680,Indian River,2016,06-09
Muddy 5,2018-09-10T00:00:00Z,e.coli,680,Muddy Brook,2018,09-10
Muddy 3,2018-09-24T00:00:00Z,e.coli,680,Muddy Brook,2018,09-24
Hunt Club 2,2014-06-17T00:00:00Z,e.coli,680,Sasco Brook,2014,06-17
Poplar 2,2006-07-06T00:00:00Z,e.coli,680,Saugatuck River,2006,07-06
Sasco 6,2003-07-07T00:00:00Z,e.coli,680,Sasco Brook,2003,07-07
Sasco 7,2016-08-01T00:00:00Z,e.coli,680,Sasco Brook,2016,08-01
New 1,2012-08-14T00:00:00Z,e.coli,680,Greens Farms Brook,2012,08-14
Sasco 6,2001-08-09T00:00:00Z,e.coli,680,Sasco Brook,2001,08-09
New 4,2013-09-12T00:00:00Z,e.coli,680,Greens Farms Brook,2013,09-12
Sasco 3,2016-07-28T00:00:00Z,e.coli,680,Sasco Brook,2016,07-28
Sasco 7,2010-08-18T00:00:00Z,e.coli,680,Sasco Brook,2010,08-18
Sasco 9,1998-08-11T00:00:00Z,e.coli,685,Sasco Brook,1998,08-11
Sasco 4,2000-06-26T00:00:00Z,e.coli,685,Sasco Brook,2000,06-26
Sasco 9,1997-06-19T00:00:00Z,e.coli,685,Sasco Brook,1997,06-19
Muddy 3,2022-06-07T00:00:00Z,e.coli,687,Muddy Brook,2022,06-07
New 2,2023-06-26T00:00:00Z,e.coli,687,Greens Farms Brook,2023,06-26
New 2,2023-06-26T00:00:00Z,entero,275,Greens Farms Brook,2023,06-26
Muddy 2,2019-08-14T00:00:00Z,e.coli,687,Muddy Brook,2019,08-14
Stony 2,2019-09-24T00:00:00Z,e.coli,689,Stony Brook,2019,09-24
Stony 2,2019-07-16T00:00:00Z,e.coli,689,Stony Brook,2019,07-16
Stony 5,2023-05-01T00:00:00Z,e.coli,690,Stony Brook,2023,05-01
Deadman 7,2020-06-25T00:00:00Z,e.coli,690,Deadman Brook,2020,06-25
Deadman 5,2023-08-14T00:00:00Z,e.coli,690,Deadman Brook,2023,08-14
Deadman 8,2023-09-05T00:00:00Z,e.coli,690,Deadman Brook,2023,09-05
Deadman 3.5,2023-07-17T00:00:00Z,e.coli,690,Deadman Brook,2023,07-17
Pussy Willow 1,2006-07-26T00:00:00Z,e.coli,690,Pussy Willow Brook,2006,07-26
Pussy Willow 1,1998-08-03T00:00:00Z,e.coli,693,Pussy Willow Brook,1998,08-03
Sasco 4,1999-06-18T00:00:00Z,e.coli,693,Sasco Brook,1999,06-18
Poplar 2,2007-09-13T00:00:00Z,e.coli,700,Saugatuck River,2007,09-13
Muddy 1,2006-06-14T00:00:00Z,e.coli,700,Muddy Brook,2006,06-14
Hunt Club 4,2015-06-19T00:00:00Z,e.coli,700,Sasco Brook,2015,06-19
Sasco 3,2021-07-20T00:00:00Z,e.coli,122,Sasco Brook,2021,07-20
Sasco 3,2021-07-20T00:00:00Z,entero,275,Sasco Brook,2021,07-20
Sasco 6,2004-08-23T00:00:00Z,e.coli,700,Sasco Brook,2004,08-23
Sasco 2,2021-08-26T00:00:00Z,entero,275,Sasco Brook,2021,08-26
Muddy 2,2017-08-10T00:00:00Z,e.coli,700,Muddy Brook,2017,08-10
Hunt Club 2,2013-07-08T00:00:00Z,e.coli,700,Sasco Brook,2013,07-08
Hunt Club 3,2015-06-17T00:00:00Z,e.coli,700,Sasco Brook,2015,06-17
New 2,2006-08-16T00:00:00Z,e.coli,700,Greens Farms Brook,2006,08-16
Sasco 3,2001-06-14T00:00:00Z,e.coli,700,Sasco Brook,2001,06-14
Deadman 4,2013-07-01T00:00:00Z,e.coli,700,Deadman Brook,2013,07-01
New 4,2006-07-12T00:00:00Z,e.coli,700,Greens Farms Brook,2006,07-12
Pussy Willow 1,2006-08-16T00:00:00Z,e.coli,700,Pussy Willow Brook,2006,08-16
Sasco 3,2002-08-27T00:00:00Z,e.coli,700,Sasco Brook,2002,08-27
Lamplight 1,2012-07-25T00:00:00Z,e.coli,700,Pussy Willow Brook,2012,07-25
Sasco 8,1995-08-07T00:00:00Z,e.coli,701,Sasco Brook,1995,08-07
Sasco 7,1995-07-27T00:00:00Z,e.coli,701,Sasco Brook,1995,07-27
Sasco 1,1999-08-09T00:00:00Z,e.coli,709,Sasco Brook,1999,08-09
Indian 3,2005-06-16T00:00:00Z,e.coli,710,Indian River,2005,06-16
Indian 3,2023-07-18T00:00:00Z,e.coli,716,Indian River,2023,07-18
Hunt Club 2,1995-07-07T00:00:00Z,e.coli,717,Sasco Brook,1995,07-07
Hunt Club 2,1995-07-11T00:00:00Z,e.coli,717,Sasco Brook,1995,07-11
Hunt Club 2,1995-07-10T00:00:00Z,e.coli,717,Sasco Brook,1995,07-10
Sasco 2,1996-06-14T00:00:00Z,e.coli,717,Sasco Brook,1996,06-14
Hunt Club 2,1997-07-31T00:00:00Z,e.coli,717,Sasco Brook,1997,07-31
Sasco 8,2000-08-09T00:00:00Z,e.coli,717,Sasco Brook,2000,08-09
Pussy Willow 2,2012-06-04T00:00:00Z,e.coli,720,Pussy Willow Brook,2012,06-04
Poplar 2,2011-05-24T00:00:00Z,e.coli,720,Saugatuck River,2011,05-24
Muddy 4,2012-09-20T00:00:00Z,e.coli,720,Muddy Brook,2012,09-20
Hunt Club 1,2015-06-29T00:00:00Z,e.coli,720,Sasco Brook,2015,06-29
Hunt Club 1,2016-06-23T00:00:00Z,e.coli,720,Sasco Brook,2016,06-23
Indian 2,2003-07-15T00:00:00Z,e.coli,720,Indian River,2003,07-15
Muddy 1,2016-06-01T00:00:00Z,e.coli,720,Muddy Brook,2016,06-01
Muddy 2,2017-06-26T00:00:00Z,e.coli,720,Muddy Brook,2017,06-26
Hunt Club 2,2014-07-09T00:00:00Z,e.coli,720,Sasco Brook,2014,07-09
West Saug 1,2005-08-18T00:00:00Z,e.coli,720,Saugatuck River,2005,08-18
Sasco 5,2004-09-02T00:00:00Z,e.coli,720,Sasco Brook,2004,09-02
Sasco 3,2004-07-27T00:00:00Z,e.coli,720,Sasco Brook,2004,07-27
SG1,2010-06-02T00:00:00Z,e.coli,720,Saugatuck River,2010,06-02
Sasco 9,2023-07-05T00:00:00Z,e.coli,722,Sasco Brook,2023,07-05
Muddy 4,2022-06-30T00:00:00Z,e.coli,727,Muddy Brook,2022,06-30
Muddy 4,2022-08-10T00:00:00Z,e.coli,727,Muddy Brook,2022,08-10
Stony 4,2023-06-26T00:00:00Z,e.coli,727,Stony Brook,2023,06-26
Pussy Willow 3,2019-06-12T00:00:00Z,e.coli,727,Pussy Willow Brook,2019,06-12
Deadman 3,2022-09-15T00:00:00Z,e.coli,727,Deadman Brook,2022,09-15
Muddy 1,2019-08-14T00:00:00Z,e.coli,727,Muddy Brook,2019,08-14
Stony 2,2022-08-15T00:00:00Z,e.coli,727,Stony Brook,2022,08-15
Sasco 7,2022-08-01T00:00:00Z,e.coli,727,Sasco Brook,2022,08-01
Hunt Club 2,2015-06-16T00:00:00Z,e.coli,730,Sasco Brook,2015,06-16
Hunt Club 2,2020-08-13T00:00:00Z,e.coli,731,Sasco Brook,2020,08-13
Deadman 3.5,2020-08-24T00:00:00Z,e.coli,731,Deadman Brook,2020,08-24
Deadman 2,2020-07-23T00:00:00Z,e.coli,731,Deadman Brook,2020,07-23
Sasco 4,1999-06-24T00:00:00Z,e.coli,733,Sasco Brook,1999,06-24
New 1,2023-07-27T00:00:00Z,entero,278,Greens Farms Brook,2023,07-27
Hunt Club 2,2013-06-05T00:00:00Z,e.coli,740,Sasco Brook,2013,06-05
Deadman 1,2021-07-26T00:00:00Z,entero,285,Deadman Brook,2021,07-26
Saugatuck 2,2018-09-13T00:00:00Z,e.coli,740,Saugatuck River,2018,09-13
Sasco 7,2014-08-14T00:00:00Z,e.coli,740,Sasco Brook,2014,08-14
Sasco 1,2003-07-09T00:00:00Z,e.coli,740,Sasco Brook,2003,07-09
Indian 1,2018-07-17T00:00:00Z,e.coli,740,Indian River,2018,07-17
New 3,1997-07-31T00:00:00Z,e.coli,740,Greens Farms Brook,1997,07-31
Sasco 9,1996-06-20T00:00:00Z,e.coli,748,Sasco Brook,1996,06-20
Muddy 3,2008-07-29T00:00:00Z,e.coli,750,Muddy Brook,2008,07-29
New 2,2012-07-17T00:00:00Z,e.coli,750,Greens Farms Brook,2012,07-17
New 4,2006-08-23T00:00:00Z,e.coli,750,Greens Farms Brook,2006,08-23
Poplar 2,2008-06-06T00:00:00Z,e.coli,750,Saugatuck River,2008,06-06
Deadman 3,2023-07-17T00:00:00Z,e.coli,757,Deadman Brook,2023,07-17
Muddy 2,2017-05-31T00:00:00Z,e.coli,760,Muddy Brook,2017,05-31
Hunt Club 3,2012-05-25T00:00:00Z,e.coli,760,Sasco Brook,2012,05-25
Sasco 9,2011-05-24T00:00:00Z,e.coli,760,Sasco Brook,2011,05-24
Muddy 1,2008-06-18T00:00:00Z,e.coli,760,Muddy Brook,2008,06-18
Muddy 4,2017-08-24T00:00:00Z,e.coli,760,Muddy Brook,2017,08-24
Muddy 2,2017-09-20T00:00:00Z,e.coli,760,Muddy Brook,2017,09-20
Sasco 5,2011-05-31T00:00:00Z,e.coli,760,Sasco Brook,2011,05-31
Sasco 9,2005-06-29T00:00:00Z,e.coli,760,Sasco Brook,2005,06-29
Sasco 3,2023-09-06T00:00:00Z,e.coli,203,Sasco Brook,2023,09-06
Sasco 3,2023-09-06T00:00:00Z,entero,288,Sasco Brook,2023,09-06
Deadman 2,2018-07-25T00:00:00Z,e.coli,760,Deadman Brook,2018,07-25
Hunt Club 4,2012-06-22T00:00:00Z,e.coli,760,Sasco Brook,2012,06-22
New 4,1998-06-26T00:00:00Z,e.coli,764,Greens Farms Brook,1998,06-26
Pussy Willow 2.5,2019-06-12T00:00:00Z,e.coli,770,Pussy Willow Brook,2019,06-12
Hunt Club 2,2010-06-25T00:00:00Z,e.coli,770,Sasco Brook,2010,06-25
Sasco 7,2019-06-20T00:00:00Z,e.coli,770,Sasco Brook,2019,06-20
Hunt Club 1,2021-06-29T00:00:00Z,e.coli,770,Sasco Brook,2021,06-29
Deadman 8,2020-07-23T00:00:00Z,e.coli,770,Deadman Brook,2020,07-23
Deadman 3.5,2022-08-10T00:00:00Z,e.coli,770,Deadman Brook,2022,08-10
Deadman 2,2021-07-15T00:00:00Z,e.coli,775,Deadman Brook,2021,07-15
Deadman 5,2020-07-23T00:00:00Z,e.coli,775,Deadman Brook,2020,07-23
Stony 3,2023-05-01T00:00:00Z,e.coli,775,Stony Brook,2023,05-01
Muddy 3,2022-08-15T00:00:00Z,e.coli,775,Muddy Brook,2022,08-15
Deadman 3,2023-08-09T00:00:00Z,e.coli,775,Deadman Brook,2023,08-09
Poplar 1.5,2010-05-19T00:00:00Z,e.coli,780,Saugatuck River,2010,05-19
Pussy Willow 4,2012-06-04T00:00:00Z,e.coli,780,Pussy Willow Brook,2012,06-04
Deadman 5,2018-07-09T00:00:00Z,e.coli,780,Deadman Brook,2018,07-09
New 1.5,2023-09-26T00:00:00Z,entero,292,Greens Farms Brook,2023,09-26
Deadman 5,2013-08-12T00:00:00Z,e.coli,780,Deadman Brook,2013,08-12
Indian 3,2005-09-01T00:00:00Z,e.coli,780,Indian River,2005,09-01
Muddy 1,2018-07-25T00:00:00Z,e.coli,780,Muddy Brook,2018,07-25
Sasco 3,2019-09-16T00:00:00Z,entero,295,Sasco Brook,2019,09-16
Stony 2,2019-07-24T00:00:00Z,e.coli,789,Stony Brook,2019,07-24
Sasco 5,2003-06-23T00:00:00Z,e.coli,790,Sasco Brook,2003,06-23
Hunt Club 2,1995-09-23T00:00:00Z,e.coli,795,Sasco Brook,1995,09-23
Sasco 2,1996-06-25T00:00:00Z,e.coli,795,Sasco Brook,1996,06-25
Hunt Club 2,1995-06-30T00:00:00Z,e.coli,795,Sasco Brook,1995,06-30
Sasco 4,1995-06-15T00:00:00Z,e.coli,795,Sasco Brook,1995,06-15
Sasco 3,1995-06-15T00:00:00Z,e.coli,795,Sasco Brook,1995,06-15
Sasco 2,2023-07-27T00:00:00Z,entero,298,Sasco Brook,2023,07-27
Sasco 3,1998-08-18T00:00:00Z,e.coli,795,Sasco Brook,1998,08-18
Sasco 3,1995-08-10T00:00:00Z,e.coli,795,Sasco Brook,1995,08-10
Sasco 4,1995-08-02T00:00:00Z,e.coli,795,Sasco Brook,1995,08-02
Hunt Club 2,1995-06-08T00:00:00Z,e.coli,795,Sasco Brook,1995,06-08
New 2,1997-06-23T00:00:00Z,e.coli,795,Greens Farms Brook,1997,06-23
Muddy 3,1998-08-18T00:00:00Z,e.coli,795,Muddy Brook,1998,08-18
Indian 1.75,2022-08-10T00:00:00Z,e.coli,1120,Indian River,2022,08-10
Deadman 3,2021-08-31T00:00:00Z,e.coli,796,Deadman Brook,2021,08-31
Sasco 5,2003-09-29T00:00:00Z,e.coli,800,Sasco Brook,2003,09-29
Deadman 5,2018-09-10T00:00:00Z,e.coli,800,Deadman Brook,2018,09-10
Deadman 7,2012-09-21T00:00:00Z,e.coli,800,Deadman Brook,2012,09-21
Sasco 3,2013-09-17T00:00:00Z,e.coli,800,Sasco Brook,2013,09-17
SG1,2006-06-08T00:00:00Z,e.coli,800,Saugatuck River,2006,06-08
Saugatuck 0.25,2022-06-08T00:00:00Z,entero,301,Saugatuck River,2022,06-08
Hunt Club 2,2001-08-16T00:00:00Z,e.coli,800,Sasco Brook,2001,08-16
New 2,2013-09-19T00:00:00Z,e.coli,800,Greens Farms Brook,2013,09-19
Poplar 1,2016-07-05T00:00:00Z,e.coli,800,Saugatuck River,2016,07-05
Sasco 9,2003-07-21T00:00:00Z,e.coli,800,Sasco Brook,2003,07-21
New 2,2012-08-21T00:00:00Z,e.coli,800,Greens Farms Brook,2012,08-21
Sasco 1,2019-05-06T00:00:00Z,entero,305,Sasco Brook,2019,05-06
Sasco 9,2011-06-10T00:00:00Z,e.coli,800,Sasco Brook,2011,06-10
Muddy 0.5,2016-06-01T00:00:00Z,e.coli,800,Muddy Brook,2016,06-01
Indian 1,2006-07-20T00:00:00Z,e.coli,800,Indian River,2006,07-20
Lamplight 1,2016-06-08T00:00:00Z,e.coli,800,Pussy Willow Brook,2016,06-08
Sasco 3,2003-07-09T00:00:00Z,e.coli,800,Sasco Brook,2003,07-09
Sasco 3,2002-07-30T00:00:00Z,e.coli,800,Sasco Brook,2002,07-30
Hunt Club 4,2012-06-25T00:00:00Z,e.coli,800,Sasco Brook,2012,06-25
Sasco 4,2012-09-18T00:00:00Z,e.coli,800,Sasco Brook,2012,09-18
Hunt Club 1,2016-06-22T00:00:00Z,e.coli,800,Sasco Brook,2016,06-22
Indian 1.5,2023-08-02T00:00:00Z,e.coli,806,Indian River,2023,08-02
Muddy 6,2017-05-31T00:00:00Z,e.coli,810,Muddy Brook,2017,05-31
Sasco 4,1995-06-01T00:00:00Z,e.coli,811,Sasco Brook,1995,06-01
Pussy Willow 5,2019-06-03T00:00:00Z,e.coli,816,Pussy Willow Brook,2019,06-03
Muddy 4,2019-06-20T00:00:00Z,e.coli,816,Muddy Brook,2019,06-20
Muddy 2,2019-07-31T00:00:00Z,e.coli,816,Muddy Brook,2019,07-31
Hunt Club 1,2021-07-20T00:00:00Z,e.coli,816,Sasco Brook,2021,07-20
Hunt Club 2,2022-07-28T00:00:00Z,e.coli,816,Sasco Brook,2022,07-28
Stony 3,2020-06-11T00:00:00Z,e.coli,816,Stony Brook,2020,06-11
Muddy 2,2022-06-30T00:00:00Z,e.coli,816,Muddy Brook,2022,06-30
Indian 1,2008-05-08T00:00:00Z,e.coli,820,Indian River,2008,05-08
Muddy 0.5,2017-06-05T00:00:00Z,e.coli,820,Muddy Brook,2017,06-05
Sasco 2,2021-06-01T00:00:00Z,entero,314,Sasco Brook,2021,06-01
Hunt Club 3,2016-06-20T00:00:00Z,e.coli,820,Sasco Brook,2016,06-20
Sasco 1,2003-06-12T00:00:00Z,e.coli,820,Sasco Brook,2003,06-12
Deadman 1,2022-08-24T00:00:00Z,entero,314,Deadman Brook,2022,08-24
Saugatuck 0.5,2019-08-01T00:00:00Z,entero,318,Saugatuck River,2019,08-01
Indian 1,2018-07-16T00:00:00Z,e.coli,820,Indian River,2018,07-16
Indian 1,2023-05-23T00:00:00Z,e.coli,821,Indian River,2023,05-23
New 3,2023-08-29T00:00:00Z,e.coli,821,Greens Farms Brook,2023,08-29
New 3,2023-08-17T00:00:00Z,e.coli,821,Greens Farms Brook,2023,08-17
Deadman 3.5,2021-06-15T00:00:00Z,e.coli,821,Deadman Brook,2021,06-15
Deadman 7,2021-07-26T00:00:00Z,e.coli,821,Deadman Brook,2021,07-26
Sasco 9,2022-08-01T00:00:00Z,e.coli,821,Sasco Brook,2022,08-01
Hunt Club 1,2021-09-01T00:00:00Z,e.coli,821,Sasco Brook,2021,09-01
Sasco 6,1997-07-03T00:00:00Z,e.coli,827,Sasco Brook,1997,07-03
Pussy Willow 4,1999-07-07T00:00:00Z,e.coli,827,Pussy Willow Brook,1999,07-07
Indian 1.75,2022-08-29T00:00:00Z,e.coli,211,Indian River,2022,08-29
Deadman 7,2023-07-17T00:00:00Z,e.coli,832,Deadman Brook,2023,07-17
Indian 1,2017-06-06T00:00:00Z,e.coli,840,Indian River,2017,06-06
Muddy 0.5,2017-05-30T00:00:00Z,e.coli,840,Muddy Brook,2017,05-30
Hunt Club 2,2011-06-07T00:00:00Z,e.coli,840,Sasco Brook,2011,06-07
New 1,2023-05-30T00:00:00Z,entero,318,Greens Farms Brook,2023,05-30
Indian 3,2005-08-04T00:00:00Z,e.coli,840,Indian River,2005,08-04
Sasco 4,2004-07-27T00:00:00Z,e.coli,840,Sasco Brook,2004,07-27
Sasco 4,2004-07-01T00:00:00Z,e.coli,840,Sasco Brook,2004,07-01
New 1,2012-09-19T00:00:00Z,e.coli,840,Greens Farms Brook,2012,09-19
Sasco 3,2016-08-08T00:00:00Z,e.coli,840,Sasco Brook,2016,08-08
Indian 1,2018-06-14T00:00:00Z,e.coli,840,Indian River,2018,06-14
Sasco 7,1995-08-07T00:00:00Z,e.coli,842,Sasco Brook,1995,08-07
Indian 3,2022-06-21T00:00:00Z,e.coli,857,Indian River,2022,06-21
Muddy 6,2006-05-25T00:00:00Z,e.coli,860,Muddy Brook,2006,05-25
Indian 1,2017-05-25T00:00:00Z,e.coli,860,Indian River,2017,05-25
Sasco 9,2011-05-19T00:00:00Z,e.coli,860,Sasco Brook,2011,05-19
Muddy 6,2006-09-27T00:00:00Z,e.coli,860,Muddy Brook,2006,09-27
SG1,2011-05-19T00:00:00Z,e.coli,860,Saugatuck River,2011,05-19
New 2,2006-06-14T00:00:00Z,e.coli,860,Greens Farms Brook,2006,06-14
Hunt Club 3,2015-06-29T00:00:00Z,e.coli,860,Sasco Brook,2015,06-29
Sasco 5,2004-09-21T00:00:00Z,e.coli,860,Sasco Brook,2004,09-21
Sasco 2,2021-09-14T00:00:00Z,entero,322,Sasco Brook,2021,09-14
Muddy 4,2018-08-07T00:00:00Z,e.coli,860,Muddy Brook,2018,08-07
Deadman 1,2023-05-22T00:00:00Z,entero,327,Deadman Brook,2023,05-22
Hunt Club 2,2005-07-25T00:00:00Z,e.coli,860,Sasco Brook,2005,07-25
New 1,1997-07-21T00:00:00Z,e.coli,866,Greens Farms Brook,1997,07-21
Hunt Club 2,2019-08-14T00:00:00Z,e.coli,866,Sasco Brook,2019,08-14
Muddy 4,2019-08-14T00:00:00Z,e.coli,866,Muddy Brook,2019,08-14
